Kod TERYT,Nazwa województwa,Rok zgonu,Miesiąc zgonu,Zgony kobiet Przedział wiekowy 0-64 lata,Zgony kobiet Przedział wiekowy 65 lat i więcej,Zgony mężczyn Przedział wiekowy 0-64 lata,Zgony mężczyzn Przedział wiekowy 65 lat i więcej
04,KUJAWSKO-POMORSKIE,2016,01,151,689,325,610
04,KUJAWSKO-POMORSKIE,2016,02,138,606,302,559
04,KUJAWSKO-POMORSKIE,2016,03,154,784,375,618
04,KUJAWSKO-POMORSKIE,2016,04,138,665,322,538
04,KUJAWSKO-POMORSKIE,2016,05,158,662,319,580
04,KUJAWSKO-POMORSKIE,2016,06,113,602,281,486
04,KUJAWSKO-POMORSKIE,2016,07,160,574,319,501
04,KUJAWSKO-POMORSKIE,2016,08,143,606,277,512
04,KUJAWSKO-POMORSKIE,2016,09,140,568,328,510
04,KUJAWSKO-POMORSKIE,2016,10,136,659,323,565
04,KUJAWSKO-POMORSKIE,2016,11,143,621,331,567
04,KUJAWSKO-POMORSKIE,2016,12,141,678,309,587
06,LUBELSKIE,2016,01,133,861,347,686
06,LUBELSKIE,2016,02,101,778,339,621
06,LUBELSKIE,2016,03,119,803,320,632
06,LUBELSKIE,2016,04,133,656,335,601
06,LUBELSKIE,2016,05,111,722,327,645
06,LUBELSKIE,2016,06,101,678,307,607
06,LUBELSKIE,2016,07,103,705,291,583
06,LUBELSKIE,2016,08,112,647,300,557
06,LUBELSKIE,2016,09,113,666,303,562
06,LUBELSKIE,2016,10,110,798,347,667
06,LUBELSKIE,2016,11,104,700,322,628
06,LUBELSKIE,2016,12,117,856,338,699
08,LUBUSKIE,2016,01,65,338,181,291
08,LUBUSKIE,2016,02,62,306,186,268
08,LUBUSKIE,2016,03,74,326,224,294
08,LUBUSKIE,2016,04,68,332,158,255
08,LUBUSKIE,2016,05,65,315,176,263
08,LUBUSKIE,2016,06,70,250,149,266
08,LUBUSKIE,2016,07,75,267,184,259
08,LUBUSKIE,2016,08,81,299,186,232
08,LUBUSKIE,2016,09,60,259,153,251
08,LUBUSKIE,2016,10,72,309,158,292
08,LUBUSKIE,2016,11,72,277,181,269
08,LUBUSKIE,2016,12,66,353,186,281
10,ŁÓDZKIE,2016,01,222,1066,537,845
10,ŁÓDZKIE,2016,02,209,1028,444,826
10,ŁÓDZKIE,2016,03,211,1093,463,811
10,ŁÓDZKIE,2016,04,193,1014,496,743
10,ŁÓDZKIE,2016,05,196,954,449,776
10,ŁÓDZKIE,2016,06,167,950,454,686
10,ŁÓDZKIE,2016,07,198,884,439,712
10,ŁÓDZKIE,2016,08,173,925,441,722
10,ŁÓDZKIE,2016,09,192,917,433,727
10,ŁÓDZKIE,2016,10,169,975,482,788
10,ŁÓDZKIE,2016,11,193,958,465,808
10,ŁÓDZKIE,2016,12,215,1120,484,828
12,MAŁOPOLSKIE,2016,01,189,1182,410,1004
12,MAŁOPOLSKIE,2016,02,183,1049,377,829
12,MAŁOPOLSKIE,2016,03,162,1088,455,956
12,MAŁOPOLSKIE,2016,04,158,1067,404,867
12,MAŁOPOLSKIE,2016,05,165,1028,451,861
12,MAŁOPOLSKIE,2016,06,143,989,434,831
12,MAŁOPOLSKIE,2016,07,163,975,417,842
12,MAŁOPOLSKIE,2016,08,135,1008,436,766
12,MAŁOPOLSKIE,2016,09,151,949,439,801
12,MAŁOPOLSKIE,2016,10,164,1056,436,944
12,MAŁOPOLSKIE,2016,11,167,1064,414,887
12,MAŁOPOLSKIE,2016,12,163,1150,434,1000
14,MAZOWIECKIE,2016,01,343,2117,857,1672
14,MAZOWIECKIE,2016,02,354,1955,805,1599
14,MAZOWIECKIE,2016,03,347,1948,905,1650
14,MAZOWIECKIE,2016,04,269,1785,775,1458
14,MAZOWIECKIE,2016,05,334,1847,814,1464
14,MAZOWIECKIE,2016,06,312,1694,789,1383
14,MAZOWIECKIE,2016,07,349,1739,821,1391
14,MAZOWIECKIE,2016,08,350,1724,775,1398
14,MAZOWIECKIE,2016,09,324,1723,800,1418
14,MAZOWIECKIE,2016,10,330,1892,803,1576
14,MAZOWIECKIE,2016,11,297,1806,795,1484
14,MAZOWIECKIE,2016,12,364,2101,928,1754
16,OPOLSKIE,2016,01,64,388,158,300
16,OPOLSKIE,2016,02,58,351,137,297
16,OPOLSKIE,2016,03,60,344,151,292
16,OPOLSKIE,2016,04,59,341,139,265
16,OPOLSKIE,2016,05,54,332,148,270
16,OPOLSKIE,2016,06,51,304,135,263
16,OPOLSKIE,2016,07,55,302,118,260
16,OPOLSKIE,2016,08,53,322,135,237
16,OPOLSKIE,2016,09,42,317,139,271
16,OPOLSKIE,2016,10,56,366,140,295
16,OPOLSKIE,2016,11,80,344,133,298
16,OPOLSKIE,2016,12,86,375,178,299
18,PODKARPACKIE,2016,01,108,728,261,595
18,PODKARPACKIE,2016,02,89,722,249,545
18,PODKARPACKIE,2016,03,79,678,246,601
18,PODKARPACKIE,2016,04,95,642,259,545
18,PODKARPACKIE,2016,05,103,623,267,531
18,PODKARPACKIE,2016,06,70,632,227,530
18,PODKARPACKIE,2016,07,99,587,232,490
18,PODKARPACKIE,2016,08,96,593,249,532
18,PODKARPACKIE,2016,09,105,563,249,471
18,PODKARPACKIE,2016,10,101,671,294,530
18,PODKARPACKIE,2016,11,80,623,257,519
18,PODKARPACKIE,2016,12,100,687,265,583
20,PODLASKIE,2016,01,73,403,173,371
20,PODLASKIE,2016,02,69,403,168,351
20,PODLASKIE,2016,03,56,427,177,365
20,PODLASKIE,2016,04,64,392,142,348
20,PODLASKIE,2016,05,66,381,179,336
20,PODLASKIE,2016,06,54,394,164,311
20,PODLASKIE,2016,07,65,385,212,320
20,PODLASKIE,2016,08,64,382,192,311
20,PODLASKIE,2016,09,53,385,159,343
20,PODLASKIE,2016,10,66,428,167,347
20,PODLASKIE,2016,11,64,427,157,339
20,PODLASKIE,2016,12,58,457,170,386
22,POMORSKIE,2016,01,162,760,338,643
22,POMORSKIE,2016,02,125,726,319,597
22,POMORSKIE,2016,03,163,722,327,614
22,POMORSKIE,2016,04,154,640,338,598
22,POMORSKIE,2016,05,143,686,324,586
22,POMORSKIE,2016,06,126,627,264,579
22,POMORSKIE,2016,07,133,596,350,559
22,POMORSKIE,2016,08,139,642,332,575
22,POMORSKIE,2016,09,130,630,294,565
22,POMORSKIE,2016,10,160,683,345,619
22,POMORSKIE,2016,11,157,713,306,580
22,POMORSKIE,2016,12,139,767,324,662
24,ŚLĄSKIE,2016,01,398,1775,859,1409
24,ŚLĄSKIE,2016,02,392,1568,714,1303
24,ŚLĄSKIE,2016,03,404,1717,778,1430
24,ŚLĄSKIE,2016,04,342,1535,748,1312
24,ŚLĄSKIE,2016,05,325,1531,796,1299
24,ŚLĄSKIE,2016,06,320,1428,733,1244
24,ŚLĄSKIE,2016,07,314,1455,710,1250
24,ŚLĄSKIE,2016,08,352,1468,709,1204
24,ŚLĄSKIE,2016,09,328,1450,736,1248
24,ŚLĄSKIE,2016,10,337,1600,788,1338
24,ŚLĄSKIE,2016,11,343,1644,747,1329
24,ŚLĄSKIE,2016,12,379,1763,841,1480
26,ŚWIĘTOKRZYSKIE,2016,01,87,501,192,387
26,ŚWIĘTOKRZYSKIE,2016,02,84,436,176,375
26,ŚWIĘTOKRZYSKIE,2016,03,70,510,213,422
26,ŚWIĘTOKRZYSKIE,2016,04,67,465,191,374
26,ŚWIĘTOKRZYSKIE,2016,05,78,461,189,423
26,ŚWIĘTOKRZYSKIE,2016,06,74,450,199,352
26,ŚWIĘTOKRZYSKIE,2016,07,78,473,198,353
26,ŚWIĘTOKRZYSKIE,2016,08,69,403,203,350
26,ŚWIĘTOKRZYSKIE,2016,09,72,433,192,353
26,ŚWIĘTOKRZYSKIE,2016,10,73,472,226,412
26,ŚWIĘTOKRZYSKIE,2016,11,65,441,202,417
26,ŚWIĘTOKRZYSKIE,2016,12,95,563,236,487
28,WARMIŃSKO-MAZURSKIE,2016,01,106,479,266,385
28,WARMIŃSKO-MAZURSKIE,2016,02,103,404,206,376
28,WARMIŃSKO-MAZURSKIE,2016,03,85,456,248,425
28,WARMIŃSKO-MAZURSKIE,2016,04,98,401,236,362
28,WARMIŃSKO-MAZURSKIE,2016,05,98,421,228,405
28,WARMIŃSKO-MAZURSKIE,2016,06,102,384,233,344
28,WARMIŃSKO-MAZURSKIE,2016,07,112,364,245,370
28,WARMIŃSKO-MAZURSKIE,2016,08,87,418,229,366
28,WARMIŃSKO-MAZURSKIE,2016,09,75,394,225,363
28,WARMIŃSKO-MAZURSKIE,2016,10,102,461,243,393
28,WARMIŃSKO-MAZURSKIE,2016,11,102,431,229,368
28,WARMIŃSKO-MAZURSKIE,2016,12,97,442,255,367
30,WIELKOPOLSKIE,2016,01,217,1136,557,948
30,WIELKOPOLSKIE,2016,02,218,1084,493,873
30,WIELKOPOLSKIE,2016,03,268,1117,483,934
30,WIELKOPOLSKIE,2016,04,220,1027,490,882
30,WIELKOPOLSKIE,2016,05,239,1041,495,872
30,WIELKOPOLSKIE,2016,06,217,998,460,810
30,WIELKOPOLSKIE,2016,07,168,999,481,850
30,WIELKOPOLSKIE,2016,08,198,962,493,819
30,WIELKOPOLSKIE,2016,09,230,956,449,818
30,WIELKOPOLSKIE,2016,10,202,1068,512,933
30,WIELKOPOLSKIE,2016,11,207,1055,478,913
30,WIELKOPOLSKIE,2016,12,223,1184,501,952
32,ZACHODNIOPOMORSKIE,2016,01,136,578,313,501
32,ZACHODNIOPOMORSKIE,2016,02,116,594,307,458
32,ZACHODNIOPOMORSKIE,2016,03,140,574,334,493
32,ZACHODNIOPOMORSKIE,2016,04,117,498,252,457
32,ZACHODNIOPOMORSKIE,2016,05,121,527,306,455
32,ZACHODNIOPOMORSKIE,2016,06,114,455,282,403
32,ZACHODNIOPOMORSKIE,2016,07,114,491,251,408
32,ZACHODNIOPOMORSKIE,2016,08,133,480,278,468
32,ZACHODNIOPOMORSKIE,2016,09,109,438,265,429
32,ZACHODNIOPOMORSKIE,2016,10,113,538,314,492
32,ZACHODNIOPOMORSKIE,2016,11,117,537,275,477
32,ZACHODNIOPOMORSKIE,2016,12,121,597,296,471
02,DOLNOŚLĄSKIE,2015,09,208,816,463,697
02,DOLNOŚLĄSKIE,2015,10,203,1001,534,745
02,DOLNOŚLĄSKIE,2015,11,212,927,474,772
02,DOLNOŚLĄSKIE,2015,12,206,1020,501,834
04,KUJAWSKO-POMORSKIE,2015,09,126,520,286,492
04,KUJAWSKO-POMORSKIE,2015,10,149,598,322,530
04,KUJAWSKO-POMORSKIE,2015,11,144,599,321,516
04,KUJAWSKO-POMORSKIE,2015,12,146,690,305,587
06,LUBELSKIE,2015,09,109,597,284,489
06,LUBELSKIE,2015,10,93,705,332,625
06,LUBELSKIE,2015,11,115,752,293,598
06,LUBELSKIE,2015,12,111,779,348,648
08,LUBUSKIE,2015,09,56,261,148,208
08,LUBUSKIE,2015,10,63,293,152,273
08,LUBUSKIE,2015,11,73,309,178,245
08,LUBUSKIE,2015,12,85,317,176,241
10,ŁÓDZKIE,2015,09,162,879,395,626
10,ŁÓDZKIE,2015,10,187,941,453,757
10,ŁÓDZKIE,2015,11,218,952,504,763
10,ŁÓDZKIE,2015,12,194,1022,522,779
12,MAŁOPOLSKIE,2015,09,172,926,419,777
12,MAŁOPOLSKIE,2015,10,221,1030,390,903
12,MAŁOPOLSKIE,2015,11,151,1020,404,803
12,MAŁOPOLSKIE,2015,12,176,1055,468,879
14,MAZOWIECKIE,2015,09,357,1613,755,1279
14,MAZOWIECKIE,2015,10,372,1852,842,1515
14,MAZOWIECKIE,2015,11,310,1853,859,1511
14,MAZOWIECKIE,2015,12,352,1834,854,1507
16,OPOLSKIE,2015,09,59,310,153,236
16,OPOLSKIE,2015,10,59,347,142,274
16,OPOLSKIE,2015,11,64,344,127,293
16,OPOLSKIE,2015,12,56,349,164,298
18,PODKARPACKIE,2015,09,108,580,242,481
18,PODKARPACKIE,2015,10,88,640,242,520
18,PODKARPACKIE,2015,11,110,660,267,513
18,PODKARPACKIE,2015,12,98,596,276,505
20,PODLASKIE,2015,09,63,369,172,331
20,PODLASKIE,2015,10,61,414,182,375
20,PODLASKIE,2015,11,54,386,160,337
20,PODLASKIE,2015,12,66,373,171,347
22,POMORSKIE,2015,09,143,624,297,512
22,POMORSKIE,2015,10,144,662,327,542
22,POMORSKIE,2015,11,136,700,342,555
22,POMORSKIE,2015,12,171,699,333,580
24,ŚLĄSKIE,2015,09,373,1322,691,1160
24,ŚLĄSKIE,2015,10,350,1562,779,1260
24,ŚLĄSKIE,2015,11,381,1525,784,1319
24,ŚLĄSKIE,2015,12,398,1579,796,1329
26,ŚWIĘTOKRZYSKIE,2015,09,60,355,170,353
26,ŚWIĘTOKRZYSKIE,2015,10,75,467,227,383
26,ŚWIĘTOKRZYSKIE,2015,11,54,433,221,411
26,ŚWIĘTOKRZYSKIE,2015,12,72,439,209,422
28,WARMIŃSKO-MAZURSKIE,2015,09,72,379,211,301
28,WARMIŃSKO-MAZURSKIE,2015,10,81,394,238,384
28,WARMIŃSKO-MAZURSKIE,2015,11,94,417,231,324
28,WARMIŃSKO-MAZURSKIE,2015,12,90,408,258,362
30,WIELKOPOLSKIE,2015,09,188,893,465,724
30,WIELKOPOLSKIE,2015,10,209,1007,483,855
30,WIELKOPOLSKIE,2015,11,221,1128,505,843
30,WIELKOPOLSKIE,2015,12,227,1029,503,883
32,ZACHODNIOPOMORSKIE,2015,09,127,477,249,389
32,ZACHODNIOPOMORSKIE,2015,10,110,521,284,456
32,ZACHODNIOPOMORSKIE,2015,11,141,522,290,414
32,ZACHODNIOPOMORSKIE,2015,12,132,541,292,460
